St1,St_1,St2,St_2,City,Zip,Long,Lat
ALLAN ST ((BONITA SPRINGS-BONITA SPRINGS)),ALLAN ST,E TERRY ST ((BONITA SPRINGS-BONITA SPRINGS)),E TERRY ST,BONITA SPRINGS,34135,-81.767483088899994,26.345741193500000
ALLAN ST ((BONITA SPRINGS-BONITA SPRINGS)),ALLAN ST,LONGFELLOW LN ((BONITA SPRINGS-BONITA SPRINGS)),LONGFELLOW LN,BONITA SPRINGS, ,-81.767416189900004,26.342104834099999
ALLEN PARK DR ((BOKEELIA-BOKEELIA)),ALLEN PARK DR,HARBOR DR ((BOKEELIA-BOKEELIA)),HARBOR DR,BOKEELIA,33922,-82.133066554600006,26.664365903299998
ALLEN ST ((FORT MYERS-FORT MYERS)),ALLEN ST,PALM BEACH BLVD ((FORT MYERS-FORT MYERS)),PALM BEACH BLVD,FORT MYERS,33916,-81.850915405999999,26.654840419900001
ALLENDALE CIR ((FORT MYERS-FORT MYERS)),ALLENDALE CIR,CROSS CREEK BLVD ((FORT MYERS-FORT MYERS)),CROSS CREEK BLVD,FORT MYERS,33912,-81.821995336800001,26.556129872000000
ALLENTOWN RD ((FORT MYERS-FORT MYERS)),ALLENTOWN RD,PENNSYLVANIA BLVD ((FORT MYERS-FORT MYERS)),PENNSYLVANIA BLVD,FORT MYERS,33967,-81.813103209399998,26.481382833000001
ALLENTOWN RD ((FORT MYERS-FORT MYERS)),ALLENTOWN RD,PITTSBURGH BLVD ((FORT MYERS-FORT MYERS)),PITTSBURGH BLVD,FORT MYERS,33967,-81.813046386799996,26.478685712499999
ALLENTOWN RD ((FORT MYERS-FORT MYERS)),ALLENTOWN RD,WINGED FOOT DR ((FORT MYERS-FORT MYERS)),WINGED FOOT DR,FORT MYERS,33967,-81.813167055899996,26.484887873800002
ALLENWOOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLENWOOD AVE,BARNSDALE ST ((LEHIGH ACRES-LEHIGH ACRES)),BARNSDALE ST,LEHIGH ACRES,33936,-81.646739116999996,26.613851889100001
ALLENWOOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLENWOOD AVE,DUNNDALE ST ((LEHIGH ACRES-LEHIGH ACRES)),DUNNDALE ST,LEHIGH ACRES,33936,-81.646575128699993,26.611179896199999
ALLEY ((CAPE CORAL-CAPE CORAL)),ALLEY,CHIQUITA BLVD S ((CAPE CORAL-CAPE CORAL)),CHIQUITA BLVD S,CAPE CORAL,33991,-82.007116900300005,26.639990657900000
ALLEY ((CAPE CORAL-CAPE CORAL)),ALLEY,SW 14TH AVE ((CAPE CORAL-CAPE CORAL)),SW 14TH AVE,CAPE CORAL,33991,-82.003522099099996,26.641057376599999
ALLEY ((CAPE CORAL-CAPE CORAL)),ALLEY,SW PINE ISLAND RD ((CAPE CORAL-CAPE CORAL)),SW PINE ISLAND RD,CAPE CORAL,33991,-82.003761195400003,26.640950710500000
ALLEY ((CAPE CORAL-CAPE CORAL)),ALLEY,SW PINE ISLAND RD ((CAPE CORAL-CAPE CORAL)),SW PINE ISLAND RD,CAPE CORAL,33991,-82.006753917899999,26.639997820600001
ALLEY WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),ALLEY WAY,LARA CIR ((NORTH FORT MYERS-NORTH FORT MYERS)),LARA CIR,NORTH FORT MYERS,33917,-81.867232841200007,26.680611320499999
ALLEY WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),ALLEY WAY,NATHAN HALE LN ((NORTH FORT MYERS-NORTH FORT MYERS)),NATHAN HALE LN,NORTH FORT MYERS,33917,-81.866483342999999,26.680775104300000
ALLEY WAY ((NORTH FORT MYERS-NORTH FORT MYERS)),ALLEY WAY,NEW POST RD ((NORTH FORT MYERS-NORTH FORT MYERS)),NEW POST RD,NORTH FORT MYERS,33917,-81.866109718999994,26.680769190900001
ALLIANCE LN ((FORT MYERS-FORT MYERS)),ALLIANCE LN,DOCTORS WAY ((FORT MYERS-FORT MYERS)),DOCTORS WAY,FORT MYERS,33912,-81.851550687100001,26.539253835699999
ALLIANCE LN ((FORT MYERS-FORT MYERS)),ALLIANCE LN,METRO PKWY ((FORT MYERS-FORT MYERS)),METRO PKWY,FORT MYERS,33912,-81.852675591500002,26.539220836100000
ALLIANCE LN ((FORT MYERS-FORT MYERS)),ALLIANCE LN,METRO PKWY ((FORT MYERS-FORT MYERS)),METRO PKWY,FORT MYERS, ,-81.852851982299995,26.539170226700001
ALLIANCE LN ((FORT MYERS-FORT MYERS)),ALLIANCE LN,METROPOLIS AVE ((FORT MYERS-FORT MYERS)),METROPOLIS AVE,FORT MYERS,33912,-81.853442051299993,26.539170834499998
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,ANDOVER AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ANDOVER AVE S,LEHIGH ACRES,33974,-81.622699475999994,26.544717643900000
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,BURNS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BURNS AVE S,LEHIGH ACRES,33974,-81.619709087800004,26.544751845899999
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,CHAPMAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CHAPMAN AVE S,LEHIGH ACRES,33974,-81.616859145999996,26.544760823699999
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,DOWNER AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOWNER AVE S,LEHIGH ACRES,33974,-81.625539080199999,26.544688833700000
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,DUDLEY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DUDLEY AVE S,LEHIGH ACRES,33974,-81.621751208899994,26.544728886400001
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,FERNDALE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FERNDALE AVE S,LEHIGH ACRES,33974,-81.626480109799999,26.544688866600001
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,FULLERTON AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FULLERTON AVE S,LEHIGH ACRES,33974,-81.615921135700006,26.544773826800000
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,GAYLORD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),GAYLORD AVE S,LEHIGH ACRES,33974,-81.617824110200004,26.544757818000001
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,KNOX AVE S ((LEHIGH ACRES-LEHIGH ACRES)),KNOX AVE S,LEHIGH ACRES,33974,-81.624595116199998,26.544699891600001
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,OAKRIDGE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),OAKRIDGE AVE S,LEHIGH ACRES,33974,-81.623645145099999,26.544699825399999
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,ONTARIO AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ONTARIO AVE S,LEHIGH ACRES,33974,-81.614972103100001,26.544790855599999
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,TROY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),TROY AVE S,LEHIGH ACRES,33974,-81.613141112400001,26.544791856200000
ALLISON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALLISON ST E,WORTH AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WORTH AVE S,LEHIGH ACRES,33974,-81.618761104399994,26.544751841800000
ALLMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLMAN AVE,BARTH ST ((LEHIGH ACRES-LEHIGH ACRES)),BARTH ST,LEHIGH ACRES,33971,-81.749273830199996,26.624571080399999
ALLMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLMAN AVE,BEAUTY ST ((LEHIGH ACRES-LEHIGH ACRES)),BEAUTY ST,LEHIGH ACRES,33971,-81.749336853000003,26.627360670700000
ALLMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLMAN AVE,BURR ST ((LEHIGH ACRES-LEHIGH ACRES)),BURR ST,LEHIGH ACRES,33971,-81.749525156700003,26.632098873099999
ALLMAN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALLMAN AVE,BUTTE ST ((LEHIGH ACRES-LEHIGH ACRES)),BUTTE ST,LEHIGH ACRES,33971,-81.749428955300004,26.628521313400000
ALMACO CIR ((BONITA SPRINGS-BONITA SPRINGS)),ALMACO CIR,VILLAGEWALK CIR ((BONITA SPRINGS-BONITA SPRINGS)),VILLAGEWALK CIR,BONITA SPRINGS,34135,-81.694351091499996,26.330547807199999
ALMACO CIR ((BONITA SPRINGS-BONITA SPRINGS)),ALMACO CIR,VILLAGEWALK CIR ((BONITA SPRINGS-BONITA SPRINGS)),VILLAGEWALK CIR,BONITA SPRINGS,34135,-81.694744119800006,26.330179779000002
ALMAS CT ((SANIBEL-SANIBEL)),ALMAS CT,EAST GULF DR ((SANIBEL-SANIBEL)),EAST GULF DR,SANIBEL,33957,-82.032435537699996,26.443135384600001
ALMELIA ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALMELIA ST E,ANACONDA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ANACONDA AVE S,LEHIGH ACRES,33974,-81.611671097799999,26.534572835500001
ALMELIA ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALMELIA ST E,BASSINGER AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BASSINGER AVE S,LEHIGH ACRES,33974,-81.608501102600002,26.534600817600001
ALMELIA ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALMELIA ST E,BELL BLVD S ((LEHIGH ACRES-LEHIGH ACRES)),BELL BLVD S,LEHIGH ACRES,33974,-81.604490694800006,26.534634256600000
ALMELIA ST E ((LEHIGH ACRES-LEHIGH ACRES)),ALMELIA ST E,NORTON AVE S ((LEHIGH ACRES-LEHIGH ACRES)),NORTON AVE S,LEHIGH ACRES,33974,-81.605498083399993,26.534620885500001
ALMENDRO TER ((FORT MYERS-FORT MYERS)),ALMENDRO TER,PENNER LN ((FORT MYERS-FORT MYERS)),PENNER LN,FORT MYERS,33907,-81.874307696000002,26.562423183700002
ALMERIA AVE ((FORT MYERS-FORT MYERS)),ALMERIA AVE,BARCELONA AVE ((FORT MYERS-FORT MYERS)),BARCELONA AVE,FORT MYERS,33901,-81.884463091699999,26.623587940200000
ALMERIA AVE ((FORT MYERS-FORT MYERS)),ALMERIA AVE,VALENCIA WAY ((FORT MYERS-FORT MYERS)),VALENCIA WAY,OBOR,OBOR,-81.886744913300006,26.623557408000000
ALMERIA RD ((FORT MYERS-FORT MYERS)),ALMERIA RD,CAPRI DR ((FORT MYERS-FORT MYERS)),CAPRI DR,FORT MYERS,33967,-81.817311643500005,26.490297246099999
ALMERIA RD ((FORT MYERS-FORT MYERS)),ALMERIA RD,HAITIAN DR ((FORT MYERS-FORT MYERS)),HAITIAN DR,FORT MYERS,33967,-81.819112828900003,26.490299415300001
ALMETTA AVE ((FORT MYERS-FORT MYERS)),ALMETTA AVE,AMSTERDAM AVE ((FORT MYERS-FORT MYERS)),AMSTERDAM AVE,FORT MYERS,33919,-81.915909198500003,26.537523379600000
ALMETTA AVE ((FORT MYERS-FORT MYERS)),ALMETTA AVE,BIRR ST ((FORT MYERS-FORT MYERS)),BIRR ST,FORT MYERS,33919,-81.919595234300004,26.538096820200000
ALMETTA AVE ((FORT MYERS-FORT MYERS)),ALMETTA AVE,NEDDICH DR ((FORT MYERS-FORT MYERS)),NEDDICH DR,FORT MYERS,33919,-81.918899944900005,26.537426602200000
ALMO RD ((FORT MYERS-FORT MYERS)),ALMO RD,ANTIGUA RD ((FORT MYERS-FORT MYERS)),ANTIGUA RD,FORT MYERS,33967,-81.820538643199995,26.490991832799999
ALMO RD ((FORT MYERS-FORT MYERS)),ALMO RD,JOHNSTON DR ((FORT MYERS-FORT MYERS)),JOHNSTON DR,FORT MYERS,33967,-81.819755405400002,26.490997345699999
ALMO RD ((FORT MYERS-FORT MYERS)),ALMO RD,PHLOX DR ((FORT MYERS-FORT MYERS)),PHLOX DR,FORT MYERS,33967,-81.821376570300004,26.490988240699998
ALMOND DR ((FORT MYERS-FORT MYERS)),ALMOND DR,WISTERIA DR ((FORT MYERS-FORT MYERS)),WISTERIA DR,FORT MYERS,33908,-81.975188409899999,26.500504526899999
ALOE ((ALVA-ALVA)),ALOE,BASIL ((ALVA-ALVA)),BASIL,ALVA,33920,-81.598902143499998,26.715580867800000
ALOE ((ALVA-ALVA)),ALOE,CORK ((ALVA-ALVA)),CORK,ALVA,33920,-81.599019078500007,26.716088876600001
ALOE ((ALVA-ALVA)),ALOE,DILL ((ALVA-ALVA)),DILL,ALVA,33920,-81.599009099400007,26.716594901299999
ALOE ((ALVA-ALVA)),ALOE,ELDER ((ALVA-ALVA)),ELDER,ALVA,33920,-81.599002139999996,26.717066902900001
ALOE ((ALVA-ALVA)),ALOE,FIG ((ALVA-ALVA)),FIG,ALVA,33920,-81.599003098400004,26.717573861000002
ALOE ((ALVA-ALVA)),ALOE,GRAPE ((ALVA-ALVA)),GRAPE,ALVA,33920,-81.598999136000003,26.718065910800000
ALOE ((ALVA-ALVA)),ALOE,HAY ((ALVA-ALVA)),HAY,ALVA,33920,-81.598992074899996,26.718566888300000
ALOE ((ALVA-ALVA)),ALOE,ILEX ((ALVA-ALVA)),ILEX,ALVA,33920,-81.598989117100004,26.719055872100000
ALOE ((ALVA-ALVA)),ALOE,JUTE ((ALVA-ALVA)),JUTE,ALVA,33920,-81.598989105699999,26.719555876600001
ALOE ((ALVA-ALVA)),ALOE,KELP ((ALVA-ALVA)),KELP,ALVA,33920,-81.598939097599995,26.720033894699998
ALOHA LN ((BONITA SPRINGS-BONITA SPRINGS)),ALOHA LN,RIVIERA CIR ((BONITA SPRINGS-BONITA SPRINGS)),RIVIERA CIR,BONITA SPRINGS,34134,-81.818791265700000,26.336354572099999
ALOHA RD ((FORT MYERS-FORT MYERS)),ALOHA RD,KNIGHT DR ((FORT MYERS-FORT MYERS)),KNIGHT DR,FORT MYERS,33912,-81.808029563600002,26.492013857100002
ALOHA RD ((FORT MYERS-FORT MYERS)),ALOHA RD,LEE RD ((FORT MYERS-FORT MYERS)),LEE RD,FORT MYERS,33967,-81.813176098400007,26.492006522800001
ALOHA RD ((FORT MYERS-FORT MYERS)),ALOHA RD,MADEIRA RD ((FORT MYERS-FORT MYERS)),MADEIRA RD,FORT MYERS,33912,-81.810297207600001,26.492012848600002
ALOHA RD ((FORT MYERS-FORT MYERS)),ALOHA RD,ORIOLE RD ((FORT MYERS-FORT MYERS)),ORIOLE RD,FORT MYERS,33967,-81.806203042199996,26.492033854999999
ALOUETTE CIR ((FORT MYERS-FORT MYERS)),ALOUETTE CIR,NEW SOUTH PROVINCE BLVD ((FORT MYERS-FORT MYERS)),NEW SOUTH PROVINCE BLVD,FORT MYERS,33907,-81.883396198400007,26.556410822400000
ALPHA DR ((FORT MYERS-FORT MYERS)),ALPHA DR,BALLARD RD ((FORT MYERS-FORT MYERS)),BALLARD RD,FORT MYERS,33916,-81.829158820900005,26.652283088000001
ALPINE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALPINE AVE S,BERG ST E ((LEHIGH ACRES-LEHIGH ACRES)),BERG ST E,LEHIGH ACRES,33974,-81.593328071100004,26.586755867299999
ALPINE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALPINE AVE S,BINKLEY ST E ((LEHIGH ACRES-LEHIGH ACRES)),BINKLEY ST E,LEHIGH ACRES,33974,-81.593375149600007,26.589227904700000
ALPINE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALPINE AVE S,BRAINARD ST E ((LEHIGH ACRES-LEHIGH ACRES)),BRAINARD ST E,LEHIGH ACRES,33974,-81.593357102200002,26.588405842400000
ALPINE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALPINE AVE S,BROAD ST E ((LEHIGH ACRES-LEHIGH ACRES)),BROAD ST E,LEHIGH ACRES,33974,-81.593335117699993,26.587573836699999
ALTA VISTA AVE ((FORT MYERS-FORT MYERS)),ALTA VISTA AVE,PALM BEACH BLVD ((FORT MYERS-FORT MYERS)),PALM BEACH BLVD,FORT MYERS,33905,-81.808726664100007,26.678381527700001
ALTADENA DR ((FORT MYERS-FORT MYERS)),ALTADENA DR,MCGREGOR BLVD ((FORT MYERS-FORT MYERS)),MCGREGOR BLVD,FORT MYERS,33919,-81.898574148199998,26.575876062999999
ALTADENA DR ((FORT MYERS-FORT MYERS)),ALTADENA DR,WINKLER RD ((FORT MYERS-FORT MYERS)),WINKLER RD,FORT MYERS,33919,-81.899207253599997,26.574535797300001
ALTAIR AVE ((FORT MYERS-FORT MYERS)),ALTAIR AVE,AMBURY ST ((FORT MYERS-FORT MYERS)),AMBURY ST,FORT MYERS,33913,-81.652926151200006,26.551677885200000
ALTAIR AVE ((FORT MYERS-FORT MYERS)),ALTAIR AVE,ANCONA ST ((FORT MYERS-FORT MYERS)),ANCONA ST,FORT MYERS,33913,-81.652527136000003,26.552417867999999
ALTAIR AVE ((FORT MYERS-FORT MYERS)),ALTAIR AVE,ARUNDEL CIR ((FORT MYERS-FORT MYERS)),ARUNDEL CIR,FORT MYERS,33913,-81.651716094299999,26.553952864700001
ALTAIR AVE ((FORT MYERS-FORT MYERS)),ALTAIR AVE,ARUNDEL CIR ((FORT MYERS-FORT MYERS)),ARUNDEL CIR,FORT MYERS,33913,-81.653376138200002,26.550888826300000
ALTAIR AVE ((FORT MYERS-FORT MYERS)),ALTAIR AVE,AYDIN CT ((FORT MYERS-FORT MYERS)),AYDIN CT,FORT MYERS,33913,-81.652114115800003,26.553188869300001
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,BREVARD AVE ((FORT MYERS-FORT MYERS)),BREVARD AVE,FORT MYERS,33901,-81.875265198999998,26.635886906400000
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,EDISON AVE ((FORT MYERS-FORT MYERS)),EDISON AVE,FORT MYERS,33901,-81.875209187699994,26.633375847700002
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,EUCLID AVE ((FORT MYERS-FORT MYERS)),EUCLID AVE,FORT MYERS,33901,-81.876375329499993,26.636804378099999
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,JERSEY RD ((FORT MYERS-FORT MYERS)),JERSEY RD,FORT MYERS,33905,-81.820596582400000,26.676447594900001
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,LAFAYETTE ST ((FORT MYERS-FORT MYERS)),LAFAYETTE ST,FORT MYERS,33901,-81.875242168499994,26.634435852399999
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,SEMINOLE ST ((FORT MYERS-FORT MYERS)),SEMINOLE ST,FORT MYERS,33905,-81.820523924699998,26.675326635600001
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,TENNESSEE WAY ((FORT MYERS-FORT MYERS)),TENNESSEE WAY,FORT MYERS,33905,-81.820604890100000,26.677377443899999
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,VICTORIA AVE ((FORT MYERS-FORT MYERS)),VICTORIA AVE,FORT MYERS,33901,-81.876409221800003,26.637032826799999
ALTAMONT AVE ((FORT MYERS-FORT MYERS)),ALTAMONT AVE,W FIRST ST ((FORT MYERS-FORT MYERS)),W FIRST ST,FORT MYERS,33901,-81.878180211000000,26.638295905300001
ALTER ST ((FORT MYERS-FORT MYERS)),ALTER ST,BALFOUR TER ((FORT MYERS-FORT MYERS)),BALFOUR TER,FORT MYERS,33913,-81.663161152100002,26.531898822900001
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,CARRARA CT ((BONITA SPRINGS-BONITA SPRINGS)),CARRARA CT,BONITA SPRINGS,34135,-81.756520155100006,26.325738823700000
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,CORSIA TRIESTE WAY ((BONITA SPRINGS-BONITA SPRINGS)),CORSIA TRIESTE WAY,BONITA SPRINGS,34135,-81.760446152699998,26.318032819799999
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,FIRENZE WAY ((BONITA SPRINGS-BONITA SPRINGS)),FIRENZE WAY,BONITA SPRINGS,34135,-81.749667125399995,26.320823622700001
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,MATERA LN ((BONITA SPRINGS-BONITA SPRINGS)),MATERA LN,BONITA SPRINGS,34135,-81.752489519600005,26.326760749400002
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,VIA CERCINA DR ((BONITA SPRINGS-BONITA SPRINGS)),VIA CERCINA DR,BONITA SPRINGS,34135,-81.749595173100005,26.320244815599999
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,VIA DE VASARI DR ((BONITA SPRINGS-BONITA SPRINGS)),VIA DE VASARI DR,BONITA SPRINGS,34135,-81.760351166400000,26.318301773100000
ALTESSA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALTESSA WAY,VIA SIENA CT ((BONITA SPRINGS-BONITA SPRINGS)),VIA SIENA CT,BONITA SPRINGS,34135,-81.750490275100006,26.322202847700002
ALTIMIRA DR ((FORT MYERS-FORT MYERS)),ALTIMIRA DR,PALAMOS CIR ((FORT MYERS-FORT MYERS)),PALAMOS CIR,FORT MYERS,33905,-81.698493926200001,26.692591630700001
ALTIMIRA DR ((FORT MYERS-FORT MYERS)),ALTIMIRA DR,PALAMOS CIR ((FORT MYERS-FORT MYERS)),PALAMOS CIR,FORT MYERS,33905,-81.696652781099999,26.689038612699999
ALTON AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALTON AVE S,ANDERSON ST E ((LEHIGH ACRES-LEHIGH ACRES)),ANDERSON ST E,LEHIGH ACRES,33974,-81.595075101700004,26.594024900400001
ALTON AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALTON AVE S,SUNRISE BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SUNRISE BLVD,LEHIGH ACRES,33974,-81.595048150599993,26.591940818299999
ALTON DR ((FORT MYERS-FORT MYERS)),ALTON DR,LAGUNA HILLS DR ((FORT MYERS-FORT MYERS)),LAGUNA HILLS DR,FORT MYERS,33908,-81.909168203199997,26.513503828400001
ALTON DR ((FORT MYERS-FORT MYERS)),ALTON DR,LOS ALISOS WAY ((FORT MYERS-FORT MYERS)),LOS ALISOS WAY,FORT MYERS,33908,-81.909201228100002,26.514968810900001
ALTON DR ((FORT MYERS-FORT MYERS)),ALTON DR,PASEO DE VALENCIA ST ((FORT MYERS-FORT MYERS)),PASEO DE VALENCIA ST,FORT MYERS,33908,-81.909038770899997,26.516722807000001
ALUMINUM RD ((NORTH FORT MYERS-NORTH FORT MYERS)),ALUMINUM RD,ENGLE PL ((NORTH FORT MYERS-NORTH FORT MYERS)),ENGLE PL,NORTH FORT MYERS,33903,-81.896359183300007,26.700593280800000
ALUMINUM RD ((NORTH FORT MYERS-NORTH FORT MYERS)),ALUMINUM RD,LITTLETON RD ((NORTH FORT MYERS-NORTH FORT MYERS)),LITTLETON RD,NORTH FORT MYERS,33903,-81.896338205000006,26.696839893100002
ALVA DR ((FORT MYERS BEACH-FORT MYERS BEACH)),ALVA DR,ESTERO BLVD ((FORT MYERS BEACH-FORT MYERS BEACH)),ESTERO BLVD,FORT MYERS BEACH,33931,-81.949894221400001,26.451165795700000
ALVA DR ((FORT MYERS BEACH-FORT MYERS BEACH)),ALVA DR,I ST ((FORT MYERS BEACH-FORT MYERS BEACH)),I ST,FORT MYERS BEACH,33931,-81.950094178300006,26.450689847500001
ALVARA POINT DR ((BONITA SPRINGS-BONITA SPRINGS)),ALVARA POINT DR,ALVARA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALVARA WAY,BONITA SPRINGS,34135,-81.772067189900000,26.371071551600000
ALVARA POINT DR ((BONITA SPRINGS-BONITA SPRINGS)),ALVARA POINT DR,CORDERA POINT DR ((BONITA SPRINGS-BONITA SPRINGS)),CORDERA POINT DR,BONITA SPRINGS,34135,-81.774741171499997,26.370999319500001
ALVARA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALVARA WAY,CORDERA POINT DR ((BONITA SPRINGS-BONITA SPRINGS)),CORDERA POINT DR,BONITA SPRINGS,34135,-81.774781627099998,26.372023975299999
ALVARA WAY ((BONITA SPRINGS-BONITA SPRINGS)),ALVARA WAY,CORDERA WAY ((BONITA SPRINGS-BONITA SPRINGS)),CORDERA WAY,BONITA SPRINGS,34135,-81.772605783900005,26.372007792400002
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BANNING ST ((LEHIGH ACRES-LEHIGH ACRES)),BANNING ST,LEHIGH ACRES,33971,-81.750347135799998,26.623703865400000
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BARTH ST ((LEHIGH ACRES-LEHIGH ACRES)),BARTH ST,LEHIGH ACRES,33971,-81.750364708999996,26.624555820800001
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BEAUTY ST ((LEHIGH ACRES-LEHIGH ACRES)),BEAUTY ST,LEHIGH ACRES,33971,-81.750416738900000,26.627355782999999
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BECK ST ((LEHIGH ACRES-LEHIGH ACRES)),BECK ST,LEHIGH ACRES,33971,-81.750539154999998,26.634650831700000
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BELROSE ST ((LEHIGH ACRES-LEHIGH ACRES)),BELROSE ST,LEHIGH ACRES,33971,-81.750526061800002,26.633806336199999
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BENTON ST ((LEHIGH ACRES-LEHIGH ACRES)),BENTON ST,LEHIGH ACRES,33971,-81.750511204700004,26.632946327300001
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BERRYMAN ST ((LEHIGH ACRES-LEHIGH ACRES)),BERRYMAN ST,LEHIGH ACRES,33971,-81.750308141000005,26.622854880500000
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BILLINGS ST ((LEHIGH ACRES-LEHIGH ACRES)),BILLINGS ST,LEHIGH ACRES,33971,-81.750556699499995,26.635497709599999
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BROOKFIELD ST ((LEHIGH ACRES-LEHIGH ACRES)),BROOKFIELD ST,LEHIGH ACRES,33971,-81.749973779900003,26.622002338600002
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BUCKINGHAM RD ((FORT MYERS-FORT MYERS)),BUCKINGHAM RD,FORT MYERS,33905,-81.750573188700002,26.636259894399998
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BURR ST ((LEHIGH ACRES-LEHIGH ACRES)),BURR ST,LEHIGH ACRES,33971,-81.750496011099997,26.632098886400001
ALVIN AVE ((LEHIGH ACRES-LEHIGH ACRES)),ALVIN AVE,BUTTE ST ((LEHIGH ACRES-LEHIGH ACRES)),BUTTE ST,LEHIGH ACRES,33971,-81.750443135599994,26.628512904299999
